drugbank_id,ATC,Name,Description,Indication,SMILES,blocks
DB00834,G03XB51,"mifepristone, combinations","Mifepristone is a progestational and glucocorticoid hormone antagonist. Its inhibition of progesterone induces bleeding during the luteal phase and in early pregnancy by releasing endogenous prostaglandins from the endometrium or decidua. As a glucocorticoid receptor antagonist, the drug has been used to treat hypercortisolism in patients with nonpituitary cushing syndrome. The two marketed forms of mifepristone are Mifeprex® (mifepristone 200mg) and Korlym™ (mifepristone 300mg). Currently under investigation for use in psychotic depression (phase 3 trials).",For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],['[3*][C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#CC)[C@@H]2CCC3=CC(=O)CCC3=C21^[3*]c1ccc(N(C)C)cc1']
DB00481,G03XC01,raloxifene,"Raloxifene is a second generation selective estrogen receptor modulator (SERM) that mediates anti-estrogenic effects on breast and uterine tissues, and estrogenic effects on bone, lipid metabolism, and blood coagulation.[A4979,T28] Exhibiting tissue-specific effects distinct from [estradiol], raloxifene is the first of the benzothiophene group of antiestrogens to be labelled a SERM.[A4977] Available in many countries worldwide, raloxifene was initially approved by the FDA in December, 1997 under the market name Evista® for the management and prevention of osteoporosis in postmenopausal women and reduction in risk for invasive breast cancer in postmenopausal women with osteoporosis or those who are at high risk for invasive breast cancer. However, it has a negligible effect on altering the development and progression of breast cancer itself.[label] The most common causes of osteoporosis include postmenopausal deficiency of estrogen and age-related deterioration in bone homeostasis. Due to the risk of bone fractures that may lead to morbidities and reduced quality of life, the management of osteoporosis in postmenopausal women with the use of therapeutic agents in addition to concurrent therapies is critical. Due to the decline in estrogen levels in postmenopausal osteoporosis, hormone replacement therapy (HRT), such as estradiol, has been used to ameliorate the condition. However, due to the off-target actions by HRT, newer non-hormonal agents such as raloxifene and [tamoxifen] have been developed to reduce adverse events through selective pharmacological actions on tissue-specific therapeutic targets.[T28]

The main effects of raloxifene are to preserve the bone mineral density and decrease the risk of breast cancer in postmenopausal women. Compared to estrogen and tamoxifen, raloxifene was not associated with an increased risk of uterine cancer and it does not cause endometrial proliferation.[A716] Although rare, there was an increased risk of venous thromboembolism during clinical trials of postmenopausal women receiving raloxifene. In addition, a clinical study consisting of postmenopausal women with documented coronary heart disease or at increased risk for coronary events showed an increased risk for fatal stroke with raloxifene therapy compared to placebo.[label] It is strongly advised that the risk-benefit ratio is considered before starting raloxifene therapy in women at risk of thromboembolic disease or strokes, such as the prior history of stroke, transient ischemic attack, atrial fibrillation, hypertension, or cigarette smoking.[label]","Indicated for the prevention and treatment of osteoporosis in postmenopausal women, as well as prevention and treatment of corticosteroid-induced bone loss.[label]

Indicated for the reduction in the risk of invasive breast cancer in postmenopausal women with osteoporosis or postmenopausal women with a high risk for invasive breast cancer.[label]",OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,['[3*]c1ccc(O)cc1^[2*]c1sc2cc(O)ccc2c1C(=O)c1ccc([1*])cc1^[3*]OCCN1CCCCC1']
DB06401,G03XC02,bazedoxifene,"Bazedoxifene is a third generation selective estrogen receptor modulator (SERM), developed by Pfizer following the completion of their takeover of Wyeth Pharmaceuticals. In late 2013, Pfizer received approval for bazedoxifene as part of the combination drug DUAVEE in the prevention (not treatment) of postmenopausal osteoporosis. It is approved in the European Union (marketed in Italy and Spain) and Japan as monotherapy. In 2013, the combination product containing conjugated estrogens and bazedoxifene was approved by the FDA for the treatment of moderate to severe vasomotor symptoms associated with menopause, as well as the prevention of postmenopausal osteoporosis in women.","Indicated for following conditions alone or in combination with conjugated estrogens in women with a uterus:

- Treatment of moderate to severe vasomotor symptoms associated with menopause

- Prevention of postmenopausal osteoporosis",CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,['[3*]c1ccc(O)cc1^[2*]c1c(C)c2cc(O)ccc2n1C[1*]^[2*]c1ccc([1*])cc1^[3*]OCCN1CCCCCC1']
DB06202,G03XC03,lasofoxifene,"Lasofoxifene is a non-steroidal 3rd generation selective estrogen receptor modulator (SERM) that selectively binds to both ERα and ERβ with high affinity. It is a naphthalene derivative marketed for prevention and treatment of osteoporosis and for the treatment of vaginal atrophy. It was initially developed as Oporia by Pfizer as a treatment for postmenopausal osteoporosis and vaginal atrophy, in which were both rejected for approval by FDA. Later Fablyn was developed as a result of a research collaboration between Pfizer and Ligand Pharmaceuticals with a newly submitted New Drug Application in 2008. It gained approval by European Commission in March 2009. Ligand Pharmaceuticals signed a license agreement with Sermonix Pharmaceuticals for the development and commercialization of oral lasofoxifene in the USA.","Investigated for use/treatment in postmenopausal osteoporosis to reduce the risk of both vertebral and novertebral fractures, as well as address other postmenopausal conditions, including reduction in risk of breast cancer and treatment of vulvar and vaginal atrophy (VVA)",[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,['[3*]OCCN1CCCC1^[3*]c1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1']
DB04938,G03XC05,ospemifene,"Ospemifene is a new selective non-hormonal estrogen receptor modulator (SERM) that is used for the treatment of moderate to severe dyspareunia, a symptom of vulvar and vaginal atrophy, due to menopause. FDA approved on February 26, 2013.","Ospemifene is used for the treatment of moderate to dyspareunia, a symptom of vulvar and vaginal atrophy, due to menopause.",OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,['[3*]c1ccc(OCCO)cc1^[2*]/C(=C(\\[1*])CCCl)c1ccccc1^[3*]c1ccccc1']
DB01708,G03XX01,prasterone,"Prasterone, also known as dehydroepiandrosterone (DHEA) is a major C19 steroid produced by the adrenal cortex. It is also produced in small quantities in the testis and the ovary. Dehydroepiandrosterone (DHEA) can be converted to testosterone; androstenedione; estradiol; and estrone. Most of DHEA is sulfated (dehydroepiandrosterone sulfate) before secretion.

In the United States, DHEA or DHEAS have been advertised with claims that they may be beneficial for a wide variety of ailments. DHEA and DHEAS are readily available in the United States, where they are marketed as over-the-counter dietary supplements. In November 2016, DHEA was approved (as Intrarosa) to treat women experiencing moderate to severe pain during sexual intercourse (dyspareunia), a symptom of vulvar and vaginal atrophy (VVA), due to menopause.

In Canada, a prescription is required to buy DHEA.","DHEA is taken as a supplement for a variety of unsubstantiated indications. The following indications have shown promise and are backed up by some scientific evidence: schizophrenia (DHEA may be more effective in women than men); improving the appearance of older people’s skin (taking DHEA by mouth seems to increase skin thickness and moisture, and decrease facial “age spots” in elderly men and women); improving ability to achieve an erection in men with sexual dysfunction. Additionally, DHEA has shown promise in improving symptoms of lupus (SLE). Taking DHEA by mouth along with conventional treatment may help reduce the number of times symptoms flare up and may allow a reduction in the dose of prescription drugs needed. DHEA may also help SLE symptoms such as muscle ache and mouth ulcers. DHEA also seems to strengthen bones in SLE patients being treated with high-dose steroids (corticosteroids).
DHEA also shows promise in the treatment of osteoporosis. Taking DHEA by mouth daily seems to improve bone mineral density (BMD) in older women and men with osteoporosis or osteopenia (pre-osteoporosis). DHEA may also increase BMD in young women with the eating disorder called anorexia nervosa. DHEA is often prescribed in India for the induction of ovulation to improve chances of pregnancy.",[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,[]
DB06767,G04BA01,ammonium chloride,Ammonium chloride is an inorganic compound with the formula NH4Cl. It is highly soluble in water producing mildly acidic solutions.,"1. Expectorant in cough syrups.
2. The ammonium ion (NH4+) in the body plays an important role in the maintenance of acid-base balance. The kidney uses ammonium (NH4+) in place of sodium (Na+) to combine with fixed anions in maintaining acid-base balance, especially as a homeostatic compensatory mechanism in metabolic acidosis.
The therapeutic effects of Ammonium Chloride depend upon the ability of the kidney to utilize ammonia in the excretion of an excess of fixed anions and the conversion of ammonia to urea by the liver, thereby liberating hydrogen (H+) and chloride (Cl–) ions into the extracellular fluid.
Ammonium Chloride Injection, USP, after dilution in isotonic sodium chloride injection, may be indicated in the treatment of patients with:
 (1) hypochloremic states and (2) metabolic alkalosis.",[NH4+].[Cl-],[]
DB01164,G04BA03,calcium chloride,"Calcium chloride is an ionic compound of calcium and chlorine. It is highly soluble in water and it is deliquescent. It is a salt that is solid at room temperature, and it behaves as a typical ionic halide. It has several common applications such as brine for refrigeration plants, ice and dust control on roads, and in cement. It can be produced directly from limestone, but large amounts are also produced as a by-product of the Solvay process. Because of its hygroscopic nature, it must be kept in tightly-sealed containers.","For the treatment of hypocalcemia in those conditions requiring a prompt increase in blood plasma calcium levels, for the treatment of magnesium intoxication due to overdosage of magnesium sulfate, and used to combat the deleterious effects of hyperkalemia as measured by electrocardiographic (ECG), pending correction of the increased potassium level in the extracellular fluid.",[Cl-].[Cl-].[Ca++],[]
DB01148,G04BD02,flavoxate,A drug that has been used in various urinary syndromes and as an antispasmodic. Its therapeutic usefulness and its mechanism of action are not clear. It may have local anesthetic activity and direct relaxing effects on smooth muscle as well as some activity as a muscarinic antagonist. [PubChem],"For symptomatic relief of dysuria, urgency, nocturia, suprapubic pain, frequency and incontinence as may occur in cystitis, prostatitis, urethritis, urethrocystitis/urethrotrigonitis.",CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1,['[3*]OCCN1CCCCC1^[2*]C(=O)c1cccc2c(=O)c(C)c([1*])oc12^[3*]c1ccccc1']
DB01062,G04BD04,oxybutynin,"Overactive bladder (OAB) is a common condition negatively impacting the lives of millions of patients worldwide.  Due to its urinary symptoms that include nocturia, urgency, and frequency, this condition causes social embarrassment and a poor quality of life.[A185996,A185999] 

Oxybutynin, also marketed as Ditropan XL, is an anticholinergic medication used for the relief of overactive bladder symptoms that has been optimized for high levels of safety and efficacy since initial FDA approval in 1975.[A183782,L8648] This drug relieves undesirable urinary symptoms, increasing the quality of life for patients affected by OAB.  It is often used as first-line therapy for OAB.[A185990]","Oxybutynin is indicated for the symptomatic treatment of overactive bladder, which causes urge urinary incontinence and frequency, and urgency.  Oxybutynin may also be used for children aged 6 and above for the symptomatic management of detrusor muscle overactivity which has been found to be related to a neurological condition. Spina bifida is an example of a neurological condition in which oxybutynin may be used to control urinary symptoms.[L8648] On occasion, oxybutynin may be used off-label to relieve bladder spasms associated with ureteral stents or urinary catheters.[T689]",CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,['[3*]C(=O)C(O)(c1ccccc1)C1CCCCC1^[3*]OCC#CCN(CC)CC']
DB12278,G04BD06,propiverine,"Propiverine is a widely used antimuscarinic drug with a mixed mode of action in the treatment of symptoms associated with overactive bladder (OAB) [A32576].

Overactive bladder (OAB) is a chronic condition of the lower urinary tract characterized by urinary urgency, increased frequency of urination, and nocturia (frequent waking during the night to urinate). OAB has a negative impact on quality of life and may lead to leakage and inconvenient urinary accidents [L2327], [L2328]. Overactive bladder syndrome affects millions of elderly individuals in the United States and shows equal prevalence in men and women. The impact of OAB on quality of life is sometimes devastating, especially to elderly patients with other medical conditions [L2328].

Propiverine hydrochloride is a bladder detrusor muscle relaxant drug with dual antimuscarinic and calcium-modulating properties for the treatment of OAB [L2317].",Indicated for symptomatic treatment of urinary incontinence and/or increased urinary frequency and urgency in patients with overactive bladder (OAB) [L2315].  Propiverine may also be used in patients with neurogenic bladder as a result of spinal cord injury [A32581].,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,['[3*]C(=O)C(OCCC)(c1ccccc1)c1ccccc1^[3*]OC1CCN(C)CC1']
DB01036,G04BD07,tolterodine,Tolterodine is an antimuscarinic drug that is used to treat urinary incontinence. Tolterodine acts on M2 and M3 subtypes of muscarinic receptors.,"For the treatment of overactive bladder (with symptoms of urinary frequency, urgency, or urge incontinence).",CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,['[3*][C@H](CCN(C(C)C)C(C)C)c1ccccc1^[3*]c1cc(C)ccc1O']
DB01591,G04BD08,solifenacin,"Solifenacin is a competitive muscarinic receptor antagonist indicated to treat an overactive bladder with urinary incontinence, urgency, and frequency.[L7511] It has a long duration of action as it is usually taken once daily.[L7511]

Solifenacin was granted FDA approval on 19 November 2004.[L7511]","Solifenacin tablets are indicated to treat an overactive bladder with urinary incontinence, urgency, and frequency.[L7511]",O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,['[3*]C(=O)O[C@H]1CN2CCC1CC2^[2*]N1CCc2ccccc2[C@@H]1[1*]^[3*]c1ccccc1']
DB00209,G04BD09,trospium,"Trospium is an antispasmodic agent used to treat the symptoms of overactive bladder, a condition that causes the bladder muscles to contract uncontrollably.[L6208] An overactive bladder leads to an increased urge to urinate, frequent urination, and sometimes, loss of control over urination.[L6208]  Trospium is manufactured by _Indevus Pharmaceutical Inc._ and was granted FDA approval in 2007.[L6211]","For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency, detrusor instability and frequency of micturition.",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,['[3*]C(=O)C(O)(c1ccccc1)c1ccccc1^[3*]O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1']
DB00496,G04BD10,darifenacin,"Darifenacin (Enablex®, Novartis) is a medication used to treat urinary incontinence.

Darifenacin blocks M3 muscarinic acetylcholine receptors, which mediate bladder muscle contractions. This block reduces the urgency to urinate and so it should not be used in people with urinary retention.

It is unknown if M3 receptor selectivity is clinically advantageous in overactive bladder syndrome treatments.","For the treatment of overactive bladder with symptoms of urge urinary incontinence, urgency and frequency.",NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,[]
DB06702,G04BD11,fesoterodine,Fesoterodine is an antimuscarinic prodrug for the treatment of overactive bladder syndrome.,"For the treatment of overactive bladder (with symptoms of urinary frequency, urgency, or urge incontinence).",CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,['[3*][C@H](CCN(C(C)C)C(C)C)c1ccccc1^[3*]c1cc(CO)ccc1OC(=O)C(C)C']
DB08893,G04BD12,mirabegron,"Mirabegron is a beta-3 adrenergic receptor agonist for the management of overactive bladder. It is an alternative to antimuscarinic drugs for this indication. FDA approved on June 28, 2012.","Mirabegron is a beta-3 adrenergic agonist indicated for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and urinary frequency.",NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,['[3*]c1csc(N)n1^[2*]CC(=O)Nc1ccc([1*])cc1^[2*]CCNC[C@@H]([1*])O^[3*]c1ccccc1']
DB00770,G04BE01,alprostadil,"Alprostadil is produced endogenously and causes vasodilation by means of a direct effect on vascular and ductus arteriosus (DA) smooth muscle, preventing or reversing the functional closure of the DA that occurs shortly after birth. This results in increased pulmonary or systemic blood flow in infants. In infants, it is used for palliative, not definitive, therapy to temporarily maintain the patency of the ductus arteriosus until corrective or palliative surgery can be performed in neonates who have congenital heart defects and who depend upon the patent ductus for survival. In adults, it is used for the treatment of erectile dysfunction due to neurogenic, vasculogenic, psychogenic, or mixed etiology.","For palliative, not definitive, therapy to temporarily maintain the patency of the ductus arteriosus until corrective or palliative surgery can be performed in neonates who have congenital heart defects and who depend upon the patent ductus for survival. Also for the treatment of erectile dysfunction due to neurogenic, vasculogenic, psychogenic, or mixed etiology.",CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,['[3*]/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O^[3*][C@@H](O)CCCCC']
DB01113,G04BE02,papaverine,"An alkaloid found in opium but not closely related to the other opium alkaloids in its structure or pharmacological actions. It is a direct-acting smooth muscle relaxant used in the treatment of impotence and as a vasodilator, especially for cerebral vasodilation. The mechanism of its pharmacological actions is not clear, but it apparently can inhibit phosphodiesterases and it may have direct actions on calcium channels.",For the treatment of impotence and vasospasms.,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,['[3*]Cc1ccc(OC)c(OC)c1^[3*]c1nccc2cc(OC)c(OC)cc12']
DB00203,G04BE03,sildenafil,"In eliciting its mechanism of action, sildenafil ultimately prevents or minimizes the breakdown of cyclic guanosine monophosphate (cGMP) by inhibiting cGMP specific phosphodiesterase type 5 (PDE5) [F3850, F3853, F3856, F3859, F3883, F3886, L5611, L5614]. The result of doing so allows cGMP present in both the penis and pulmonary vasculature to elicit smooth muscle relaxation and vasodilation that subsequently facilitates relief in pulmonary arterial hypertension and the increased flow of blood into the spongy erectile tissue of the penis that consequently allows it to grow in size and become erect and rigid [F3850, F3853, F3856, F3859, F3883, F3886, L5611, L5614].

Interestingly enough, it is precisely via this mechanism why sildenafil was at first researched as a potential treatment for angina - or chest pain associated with inadequate blood flow to the heart - before being serendipitously indicated for treating erectile dysfunction in the late 1980s [A175732]. Nevertheless, it is because of this mechanism that sildenafil is also indicated for treating pulmonary arterial hypertension but is also additionally notorious for interacting with various anti-anginal or anti-hypertensive agents to develop potentially rapid, excessive, and/or fatal hypotensive crises [A175579, A175582, A175654].

Regardless, sildenafil, among a variety of other similar or related PDE5 inhibitors, has become a common and effective treatment for erectile dysfunction and since its formal approval for medical use in the public in 1998 [A175732], continues to see millions of prescriptions written for it internationally. Although the medication has historically been most popularly recognized as Pfizer's brand name Viagra, sildenafil is currently available generically and even as a non-prescription over the counter medication in some countries [L5656].","Sildenafil is a phosphodiesterase-5 (PDE5) inhibitor that is predominantly employed for two primary indications:

(1) the treatment of erectile dysfunction [A175582, L5611, F3853, F3856, F3886]; and

(2) treatment of pulmonary hypertension, where:
a) the US FDA specifically indicates sildenafil for the treatment of pulmonary arterial hypertension (PAH) (WHO Group I) in adults to improve exercise ability and delay clinical worsening [F3850]. The delay in clinical worsening was demonstrated when sildenafil was added to background epoprostenol therapy [F3850]. Studies establishing effectiveness were short-term (12 to 16 weeks), and included predominately patients with New York Heart Association (NYHA) Functional Class II-III symptoms and idiopathic etiology (71%) or associated with connective tissue disease (CTD) (25%) [F3850];

b) the Canadian product monograph specifically indicates sildenafil for the treatment of primary pulmonary arterial hypertension (PPH) or pulmonary hypertension secondary to connective tissue disease (CTD) in adult patients with WHO functional class II or III who have not responded to conventional therapy [F3859]. In addition, improvement in exercise ability and delay in clinical worsening was demonstrated in adult patients who were already stabilized on background epoprostenol therapy [F3859]; and

c) the EMA product information specifically indicates sildenafil for the treatment of adult patients with pulmonary arterial hypertension classified as WHO functional class II and III, to improve exercise capacity [F3883]. Efficacy has been shown in primary pulmonary hypertension and pulmonary hypertension associated with connective tissue disease [F3883]. The EMA label also indicates sildenafil for the treatment of pediatric patients aged 1 year to 17 years old with pulmonary arterial hypertension [F3883]. Efficacy in terms of improvement of exercise capacity or pulmonary hemodynamics has been shown in primary pulmonary hypertension and pulmonary hypertension associated with congenital heart disease [F3883].",CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,['[3*]c1cc(S(=O)(=O)N2CCN(C)CC2)ccc1OCC^[3*]c1nc2c(CCC)nn(C)c2c(=O)[nH]1']
DB01392,G04BE04,yohimbine,A plant alkaloid with alpha-2-adrenergic blocking activity. Yohimbine has been used as a mydriatic and in the treatment of impotence. It is also alleged to be an aphrodisiac.,Indicated as a sympatholytic and mydriatic. Impotence has been successfully treated with yohimbine in male patients with vascular or diabetic origins and psychogenic origins.,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,[]
DB09205,G04BE06,moxisylyte,"Moxisylyte, denominated as thymoxamine in the UK, is a specific and orally active α1-adrenergic antagonist.[T45] According to the WHO, moxisylyte is approved since 1987[T91] and in the same year, it acquired the denomination of orphan product by the FDA.[L1172] This drug was developed by the Japanese company Fujirebio and also by the American company Iolab in the late 80s.","By the WHO, moxisylyte is indicated for the symptomatic management of sequelae of cerebral infarction or hemorrhage.[T91] The cerebral infarction is characterized by the blockage of the artery either by the formation of a thrombus or an embolus.[A31644] 

On the other hand, the FDA classified moxisylyte for the reversal of phenylephrine-induced mydriasis in patients who have narrow anterior angles and are at risk of developing an acute attack of angle-closure glaucoma.[L1172]  Closed-angle glaucoma is caused by the contact between the iris and the trabecular meshwork. This contact will damage the aqueous outflow by the meshwork thus, increasing eye pressure and producing the symptoms of glaucoma.[A31645] Mydriasis is referred to the dilatation of the pupils and this standard body function is known to be a trigger factor for the development of acute closed-angle glaucoma.This risk is explained by the generation of a pupillary block, which is the contact between the pupillary margins and the lens, thus preventing flow from the aqueous humor to the anterior chamber and followed by an increased pressure gradient.[L1173] 

Moxisylyte is also approved in France as the first drug for the treatment of impotence.[A31647]",CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,[]
DB00714,G04BE07,apomorphine,"Apomorphine is a non-ergoline dopamine D2 agonist indicated to treat hypomobility associated with Parkinson's. It was first synthesized in 1845 and first used in Parkinson's disease in 1884.[A203618] Apomorphine has also been investigated as an emetic, a sedative, a treatment for alcoholism, and a treatment of other movement disorders.[A203597,A203618]

Apomorphine was granted FDA approval on 20 April 2004.[L13919]","Apomorphine is indicated to treat acute, intermittent treatment of hypomobility, off episodes associated with advanced Parkinson's disease.[L13919,L13922]",[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,[]
DB00820,G04BE08,tadalafil,"Tadalafil is an orally administered drug used to treat male erectile dysfunction (impotence). It is marketed worldwide under the brand name Cialis. It is a phosphodiesterase 5 (PDE5) inhibitor. Tadalafil's distinguishing pharmacologic feature is its longer half-life (17.5 hours) compared with Viagra and Levitra (4-5 hours). This longer half-life results in a longer duration of action and is, in part, responsible for the Cialis nickname of the ""weekend pill."" This longer half-life also is the basis of current investigation for tadalafil's use in pulmonary arterial hypertension as a once-daily therapy.",Used for the treatment of erectile dysfunction.,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,['[3*][C@@H]1c2[nH]c3ccccc3c2C[C@@H]2C(=O)N(C)CC(=O)N21^[3*]c1ccc2c(c1)OCO2']
DB00862,G04BE09,vardenafil,"Vardenafil (Levitra) is an oral therapy for the treatment of erectile dysfunction. It is a selective inhibitor of cyclic guanosine monophosphate (cGMP)-specific phosphodiesterase type 5 (PDE5). Penile erection is a hemodynamic process initiated by the relaxation of smooth muscle in the corpus cavernosum and its associated arterioles. During sexual stimulation, nitric oxide is released from nerve endings and endothelial cells in the corpus cavernosum. Nitric oxide activates the enzyme guanylate cyclase resulting in increased synthesis of cyclic guanosine monophosphate (cGMP) in the smooth muscle cells of the corpus cavernosum. The cGMP in turn triggers smooth muscle relaxation, allowing increased blood flow into the penis, resulting in erection. The tissue concentration of cGMP is regulated by both the rates of synthesis and degradation via phosphodiesterases (PDEs). The most abundant PDE in the human corpus cavernosum is the cGMPspecific phosphodiesterase type 5 (PDE5); therefore, the inhibition of PDE5 enhances erectile function by increasing the amount of cGMP.",Used for the treatment of erectile dysfunction,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,['[3*]c1cc(S(=O)(=O)N2CCN(CC)CC2)ccc1OCC^[3*]c1nc(=O)c2c(C)nc(CCC)n2[nH]1']
DB06237,G04BE10,avanafil,"Avanafil is a new phosphodiesterase-5 inhibitor that is faster acting and more selective than other drugs belonging to the same class. Chemically, it is a derivative of pyrimidine and is only available as the S-enantiomer. FDA approved on April 27, 2012.",Treatment of erectile dysfunction in males. ,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,['[3*]NCc1ncccn1^[2*]C(=O)c1cnc(N2CCC[C@H]2CO)nc1NC[1*]^[3*]c1ccc(OC)c(Cl)c1']
DB06267,G04BE11,udenafil,"Udenafil is a new phosphodiesterase type 5 (PDE5) inhibitor used to treat erectile dysfunction (ED). It has been approved in South Korea and will be marketed under the brand name Zydena. It is not yet approved for use in the U.S., E.U., or Canada.",Investigated for use/treatment in erectile dysfunction and hypertension.,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,['[3*]c1cc(S(=O)(=O)NCCC2CCCN2C)ccc1OCCC^[3*]c1nc(=O)c2c([nH]1)c(CCC)nn2C']
DB01113,G04BE52,"papaverine, combinations","An alkaloid found in opium but not closely related to the other opium alkaloids in its structure or pharmacological actions. It is a direct-acting smooth muscle relaxant used in the treatment of impotence and as a vasodilator, especially for cerebral vasodilation. The mechanism of its pharmacological actions is not clear, but it apparently can inhibit phosphodiesterases and it may have direct actions on calcium channels.",For the treatment of impotence and vasospasms.,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,['[3*]Cc1ccc(OC)c(OC)c1^[3*]c1nccc2cc(OC)c(OC)cc12']
DB09104,G04BX01,magnesium hydroxide,"Magnesium hydroxide is an inorganic compound. It is naturally found as the mineral brucite. Magnesium hydroxide can be used as an antacid or a laxative in either an oral liquid suspension or chewable tablet form. 
Additionally, magnesium hydroxide has smoke suppressing and flame retardant properties and is thus used commercially as a fire retardant. 
It can also be used topically as a deodorant or for the relief of canker sores (aphthous ulcers).","Magnesium hydroxide can be used as an antacid or a laxative depending on the administered dose.

As an antacid, it is used for the temporary relief of heartburn, upset stomach, sour stomach or acid indigestion.

As a laxative, it is used for the relief of occasional constipation by promoting bowel movements for 30 minutes and up to 6 hours.
",[OH-].[OH-].[Mg++],[]
DB00551,G04BX03,acetohydroxamic acid,"Acetohydroxamic Acid, a synthetic drug derived from hydroxylamine and ethyl acetate, is similar in structure to urea. In the urine, it acts as an antagonist of the bacterial enzyme urease. Acetohydroxamic Acid has no direct antimicrobial action and does not acidify urine directly. It is used, in addition to antibiotics or medical procedures, to treat chronic urea-splitting urinary infections.","Used, in addition to antibiotics or medical procedures, to treat chronic urea-splitting urinary infections.",CC(=O)NO,[]
DB01438,G04BX06,phenazopyridine,"Phenazopyridine, also known as Pyridium, is a urinary tract analgesic used for the short-term management of urinary tract irritation and its associated unpleasant symptoms such as burning and pain during urination. In the USA, this drug was previously marked by Roche but has been discontinued by the FDA.[L7832] It is still used in various parts of the world. Ingestion of phenazopyridine is found to change the appearance of the urine by imparting an orange or red color, as it is considered an azo dye.[L7829]","Phenazopyridine hydrochloride is indicated to relieve uncomfortable symptoms that occur as a consequence of mucosal irritation of the lower urinary tract in adults.  The irritation may be a result of trauma, surgery, endoscopic procedures, infection, or the insertion of instruments or urinary catheters.[L7826] Phenazopyridine may be used in combination with antimicrobial therapy but is not used as an antimicrobial agent. It contributes to the relief of discomfort and pain before antimicrobial therapy begins to take effect.  It is important to note that the duration of treatment with this drug should last a maximum of 2 days.[L7826] Phenazopyridine is available in many countries as an over the counter drug.[A182147]",NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,[]
